lemma,pos,rank,dispersion,gloss
묶이다,VV,4261,0.97,to be tied|to be bound
데려가다,VV,4262,0.79,to take|to bring
여럿,NNG,4263,0.79,many (people/things)
부도,NNG,4264,0.79,bankruptcy
출판,NNG,4265,0.85,press|publication
일일이,MAG,4266,0.94,one by one
하필,MAG,4267,0.89,of all things
중반,NNG,4268,0.91,middle stage
단속,NNG,4269,0.75,crackdown|control
규범,NNG,4270,0.79,standard|criterion
왕조,NNG,4271,0.78,dynasty
정당하다,VA,4272,0.96,to be just|to be right
괴롭히다,VV,4273,0.96,to harass|to annoy
죄인,NNG,4274,0.84,sinner|criminal
매달다,VV,4275,0.79,to hang|to put up
반도체,NNG,4276,0.60,semiconductor
궁극적,NNG,4277,0.86,ultimate|eventual
지사,NNG,4278,0.73,branch (office)
달빛,NNG,4279,0.84,moonlight
결심하다,VV,4280,0.97,to decide|to determine
관찰하다,VV,4281,0.89,to observe|to watch
공개하다,VV,4282,0.69,to make it public
체질,NNG,4283,0.95,physical constitution
매력,NNG,4284,0.98,attraction|charm
선두,NNG,4285,0.80,front position|head
심리적,NNG,4286,0.91,psychological
털어놓다,VV,4287,0.91,to confess|to disclose
교섭,NNG,4288,0.81,negotiation|bargaining
구호,NNG,4289,0.96,slogan|chant
흥,NNG,4290,0.83,excitement|amusement
통과하다,VV,4291,0.97,to pass (through)
엄격하다,VA,4292,0.92,to be strict
중세,NNG,4293,0.73,Middle Ages
포로,NNG,4294,0.98,captive|prisoner
구상,NNG,4295,0.85,plan|design|idea
피해자,NNG,4296,0.86,victim
파랗다,VA,4297,0.91,to be blue
현행,NNG,4298,0.58,current|existing
희미하다,VA,4299,0.84,to be dim|to be vague
전반,NNG,4300,0.83,whole
설치되다,VV,4301,0.87,to be installed
올려놓다,VV,4302,0.92,to put on
신당,NNG,4303,0.68,new political party
조성,NNG,4304,0.75,making|creation
대처하다,VV,4305,0.89,to cope with|to manage
주방,NNG,4306,0.81,kitchen
찢어지다,VV,4307,0.85,to be torn|to be ripped
거듭,MAG,4308,0.96,repeatedly
동의하다,VV,4309,0.94,to agree|to consent
머리카락,NNG,4310,0.92,hair
시야,NNG,4311,0.92,sight|view
연간,NNG,4312,0.63,annual
아비,NNG,4313,0.86,father
잇따르다,VV,4314,0.49,to follow one after another
양복,NNG,4315,0.88,suit
돌멩이,NNG,4316,0.75,stone
중단,NNG,4317,0.74,interruption|suspension
신청하다,VV,4318,0.73,to apply for|to request
영원하다,VA,4319,0.97,to be eternal
피아노,NNG,4320,0.95,piano
는지,EC,4321,0.94,connective ending (question)
사무,NNG,4322,0.87,office work
정문,NNG,4323,0.89,main gate
청소,NNG,4324,0.95,cleaning|sweeping
려다,EC,4325,0.90,connective ending (trying to)
대한,NNG,4326,0.89,Korea
동굴,NNG,4327,0.94,cave
성향,NNG,4328,0.88,tendency|inclination
반복하다,VV,4329,0.97,to repeat
유전자,NNG,4330,0.77,gene
작가,NNG,4331,0.83,writer|fellow
수행,NNG,4332,0.92,fulfillment|performance
두껍다,VA,4333,0.89,to be thick
뻔하다,VX,4334,0.86,almost do|nearly do
투기,NNG,4335,0.75,speculation|venture
올라서다,VV,4336,0.89,to step up|to rise
전개하다,VV,4337,0.81,to unfold|to develop
차장,NNG,4338,0.82,assistant director
무료,NNG,4339,0.65,free (of charge)
물러가다,VV,4340,0.80,to step back|to leave
거니,EC,4341,0.79,connective ending (estimate)
확산,NNG,4342,0.74,spread|diffusion
어조,NNG,4343,0.83,tone (of voice)
처벌,NNG,4344,0.81,punishment|penalty
감소,NNG,4345,0.67,decrease|decline
고시,NNG,4346,0.85,examination|test
보물,NNG,4347,0.82,treasure
상무,NNG,4348,0.85,executive director
숨지다,VV,4349,0.57,to die
연말,NNG,4350,0.65,end of the year
인재,NNG,4351,0.86,person of ability
절망,NNG,4352,0.96,despair
연구원,NNG,4353,0.58,research center
고장,NNG,4354,0.94,region|area|town
추위,NNG,4355,0.98,cold
무관하다,VA,4356,0.96,to be unrelated
열기,NNG,4357,0.95,heat
골프,NNG,4358,0.68,golf
요령,NNG,4359,0.88,trick|know-how
참가,NNG,4360,0.70,participation
별다르다,VA,4361,0.98,to be particular|to be special
신문사,NNG,4362,0.97,newspaper company
부서,NNG,4363,0.89,department|division
주고받다,VV,4364,0.98,to give and take
선원,NNG,4365,0.96,crew
확장,NNG,4366,0.88,extension|expansion
국토,NNG,4367,0.90,territory
수용,NNG,4368,0.86,acceptance|reception
넓히다,VV,4369,0.92,to widen|to expand
농가,NNG,4370,0.86,household farm
막연하다,VA,4371,0.96,to be vague|to be uncertain
국방부,NNG,4372,0.51,Ministry of National Defense
조작,NNG,4373,0.87,operation|handling
를,EF,4374,0.91,quotative ending
절대,NNG,4375,0.94,absoluteness
중단하다,VV,4376,0.85,to stop|to cease
흐리다,VA,4377,0.95,to be cloudy
자연히,MAG,4378,0.93,naturally
구하다,VV,4379,0.93,to save|to rescue
인형,NNG,4380,0.99,doll
노예,NNG,4381,0.88,slave
과자,NNG,4382,0.87,snack
고유,NNG,4383,0.89,inherent|indigenous
감사,NNG,4384,0.87,gratitude|appreciation
충돌,NNG,4385,0.89,collision|crash
각자,MAG,4386,0.86,each|respectively
외국어,NNG,4387,0.83,foreign language
주년,NNB,4388,0.71,counter (anniversary)
과학자,NNG,4389,0.83,scientist
전면,NNG,4390,0.69,every aspect
회복하다,VV,4391,0.95,to recover|to restore
꼭,MAG,4392,0.82,tightly|firmly
시조,NNG,4393,0.78,traditional Korean short poem
고추,NNG,4394,0.95,pepper
기념,NNG,4395,0.79,commemoration
조항,NNG,4396,0.74,article|clause
사과,NNG,4397,0.98,apple
시중,NNG,4398,0.77,market
주목,NNG,4399,0.81,attention
최후,NNG,4400,1.00,last
수립,NNG,4401,0.84,establishment|founding
종목,NNG,4402,0.52,event
실천하다,VV,4403,0.91,to practice|to fulfill
평등,NNG,4404,0.86,equality
내면,NNG,4405,0.93,inner side
별명,NNG,4406,0.93,nickname
보건,NNG,4407,0.74,health
흑인,NNG,4408,0.96,black person
지극히,MAG,4409,0.97,extremely|exceedingly
육지,NNG,4410,0.83,land
본질적,NNG,4411,0.80,essential|fundamental
낯,NNG,4412,0.81,face
화장품,NNG,4413,0.88,cosmetics
우려하다,VV,4414,0.68,to concern|to worry
리그,NNG,4415,0.35,league
홍수,NNG,4416,0.89,flood
방위,NNG,4417,0.87,defense
사이트,NNG,4418,0.47,site
오로지,MAG,4419,0.99,only
성적,NNG,4420,0.98,sex
가로,NNG,4421,0.88,width
잦다,VA,4422,0.91,to be frequent
수영,NNG,4423,0.92,swimming
손톱,NNG,4424,0.88,fingernail
어긋나다,VV,4425,0.97,to be dislocated|to go wrong
품목,NNG,4426,0.67,item
가짜,NNG,4427,0.94,fake|forgery
흘러내리다,VV,4428,0.78,to roll down
월말,NNG,4429,0.50,end of the month
두려워하다,VV,4430,0.99,to fear|to be afraid of
만족,NNG,4431,0.94,satisfaction
맛보다,VV,4432,0.99,to taste|to try
빛깔,NNG,4433,0.95,color
미국인,NNP,4434,0.92,American
우선,NNG,4435,0.91,priority
정체,NNG,4436,0.99,identity
표면,NNG,4437,0.84,surface
북,NNP,4438,0.83,North Korea
승인,NNG,4439,0.76,approval|approbation
흥분,NNG,4440,0.96,excitement|agitation
미워하다,VV,4441,0.87,to hate|to dislike
간직하다,VV,4442,0.99,to keep|to have
허락하다,VV,4443,0.94,to allow|to let
구축하다,VV,4444,0.88,to construct|to build
해당되다,VV,4445,0.90,to apply|to belong to
회계,NNG,4446,0.72,accounting
행정부,NNG,4447,0.71,administration
중동,NNP,4448,0.82,Middle East
꺼리다,VV,4449,0.94,to avoid|to shun
갖가지,NNG,4450,0.98,various kinds
즐거움,NNG,4451,0.95,pleasure|joy
외환,NNG,4452,0.51,foreign exchange
부실,NNG,4453,0.57,weak|unreliability
품질,NNG,4454,0.76,quality
불행,NNG,4455,0.98,unhappiness|misfortune
설정,NNG,4456,0.85,set-up|creation
기세,NNG,4457,0.94,force|vigor
순위,NNG,4458,0.72,ranking
충동,NNG,4459,0.92,impulse|urge
섬유,NNG,4460,0.81,fiber|textile
소지,NNG,4461,0.80,possession|holding
출판사,NNG,4462,0.94,publisher
기호,NNG,4463,0.72,symbol|sign
우수하다,VA,4464,0.91,to be excellent
귀국하다,VV,4465,0.95,to return to one's country
편집,NNG,4466,0.89,edit|editing
보수,NNG,4467,0.82,conservatism
부지,NNG,4468,0.78,site|land
이론적,NNG,4469,0.73,theoretical
번쩍,MAG,4470,0.73,with a flash
딸리다,VV,4471,0.83,to be attached to
낚시,NNG,4472,0.92,fishing
집권,NNG,4473,0.78,seizure of power
사법,NNG,4474,0.78,jurisdiction
부서지다,VV,4475,0.90,to shatter|to break
기색,NNG,4476,0.78,look|appearance
시각,NNG,4477,0.91,sight|vision
넉넉하다,VA,4478,0.95,to be enough|to be sufficient
모여들다,VV,4479,0.97,to gather|to come together
주한,NNG,4480,0.68,stationed in Korea
어기다,VV,4481,0.96,to offend|to violate
뒤늦다,VA,4482,0.91,to be late|to be belated
거들다,VV,4483,0.84,to support|to help
끼이다,VV,4484,0.91,to be put between
얼핏,MAG,4485,0.88,in a flash
입맛,NNG,4486,0.91,one's taste
비키다,VV,4487,0.78,to step aside
활성화,NNG,4488,0.74,activation
머릿속,NNG,4489,0.84,one's head
깃발,NNG,4490,0.92,flag|colors
섬기다,VV,4491,0.83,to serve
고속도로,NNG,4492,0.87,highway
대폭,MAG,4493,0.56,sharply|drastically
대개,NNG,4494,0.92,most (things/people)
명제,NNG,4495,0.50,proposition
고도,NNG,4496,0.88,altitude|height
멎다,VV,4497,0.79,to stop
미사일,NNG,4498,0.63,missile
장애인,NNG,4499,0.48,handicapped
무속,NNG,4500,0.73,shamanism
보태다,VV,4501,0.90,to add
모스크바,NNP,4502,0.87,Moscow
지나치다,VV,4503,0.94,to pass by|to exceed
사과,NNG,4504,0.92,apology
발상,NNG,4505,0.91,idea|thinking
가입하다,VV,4506,0.80,to join|to affiliate
장르,NNG,4507,0.74,genre
교훈,NNG,4508,0.92,lesson|moral
냉장고,NNG,4509,0.92,refrigerator
적합하다,VA,4510,0.88,to be proper
쿠데타,NNG,4511,0.98,coup
뒤쪽,NNG,4512,0.89,back|the rear
한데,MAG,4513,0.85,together
먹이,NNG,4514,0.98,food|prey
발행,NNG,4515,0.66,publication
지정,NNG,4516,0.76,designation
위성,NNG,4517,0.76,satellite
종교적,NNG,4518,0.79,religious
중생,NNG,4519,0.86,people|all living things
튀어나오다,VV,4520,0.91,to stick out
확신,NNG,4521,0.99,conviction
군중,NNG,4522,0.98,crowd|mass
결과적,NNG,4523,0.90,result
수도권,NNG,4524,0.51,metropolitan area
일치하다,VV,4525,0.87,to match
쪽,NNG,4526,0.82,direction
인격,NNG,4527,0.91,personality
종종,MAG,4528,0.98,occasionally|often
장식,NNG,4529,0.95,ornament
매장,NNG,4530,0.73,shop
라운드,NNG,4531,0.53,round
긴장하다,VV,4532,0.88,to feel nervous
거세다,VA,4533,0.95,to be fierce
냉전,NNG,4534,0.82,Cold War
선장,NNG,4535,0.88,captain
채,MAG,4536,0.94,as yet|before
정국,NNG,4537,0.75,political situation
의욕,NNG,4538,0.96,volition|will
흥분하다,VV,4539,0.92,to excite
앞서,MAG,4540,0.92,before|earlier
후손,NNG,4541,0.90,descendant
상상력,NNG,4542,0.86,imagination
명단,NNG,4543,0.83,list
사형,NNG,4544,0.97,death penalty
지주,NNG,4545,0.91,landlord
고장,NNG,4546,0.92,breakdown|trouble
각오,NNG,4547,0.96,determination
어젯밤,NNG,4548,0.74,last night
만물,NNG,4549,0.83,all things
물체,NNG,4550,0.79,object
유사하다,VA,4551,0.81,to be similar
장기적,NNG,4552,0.77,long term
진전,NNG,4553,0.87,progress|advance
저서,NNG,4554,0.90,one's book
계통,NNG,4555,0.90,system|family line
태풍,NNG,4556,0.83,typhoon
연관,NNG,4557,0.90,relation|connection
한층,MAG,4558,0.98,more|more and more
당분간,MAG,4559,0.88,for a while
지성,NNG,4560,0.87,brain power
지도,NNG,4561,0.98,map
나뉘다,VV,4562,0.91,to be divided
수익,NNG,4563,0.65,profit|earnings
얇다,VA,4564,0.95,to be thin|flimsy
매매,NNG,4565,0.81,dealing|trading
공직자,NNG,4566,0.62,public official
등급,NNG,4567,0.70,class|rank
바퀴,NNB,4568,0.86,wheel|counter (turn)
독자적,NNG,4569,0.83,independent
계열사,NNG,4570,0.50,subsidiary
홈런,NNG,4571,0.51,home run
제기,NNG,4572,0.82,bringing up
라도,EC,4573,0.88,even if
힘쓰다,VV,4574,0.92,to strive
지속되다,VV,4575,0.85,to last|to continue
도쿄,NNP,4576,0.67,Tokyo
공연히,MAG,4577,0.84,unnecessarily
안전하다,VA,4578,0.98,to be safe
진심,NNG,4579,0.94,sincerity|honesty
디지털,NNG,4580,0.57,digital
보증,NNG,4581,0.81,guarantee|warranty
명확하다,VA,4582,0.91,to be clear|obvious
속성,NNG,4583,0.75,attribute|properties
학위,NNG,4584,0.88,academic degree
험하다,VA,4585,0.88,to be tough
이사장,NNG,4586,0.69,chairperson of the board
예술가,NNG,4587,0.93,artist
인공,NNG,4588,0.91,artificiality
대강,MAG,4589,0.81,roughly|broadly
활짝,MAG,4590,0.93,widely|in full blossom
사안,NNG,4591,0.76,issue|matter
일선,NNG,4592,0.81,front-line
갈래,NNG,4593,0.90,part|section
전적,NNG,4594,0.96,full|overall
식다,VV,4595,0.92,to cool down
이어서,MAG,4596,0.87,subsequently
경제학,NNG,4597,0.87,economics
법안,NNG,4598,0.57,bill
유난히,MAG,4599,0.93,particularly
학술,NNG,4600,0.80,academic
길가,NNG,4601,0.90,roadside
흘러나오다,VV,4602,0.87,to flow out
감당하다,VV,4603,1.00,to bear|to cope with
연맹,NNG,4604,0.73,federation|union
그중,NNG,4605,0.99,among them
부상,NNG,4606,0.83,injury|wound
장차,MAG,4607,0.95,in the future
지분,NNG,4608,0.46,stake|share
비서실,NNG,4609,0.71,secretary's office
꾸준히,MAG,4610,0.87,consistently
업적,NNG,4611,0.88,achievement
사상,NNG,4612,0.66,in history
탄생하다,VV,4613,0.85,to be born
기록되다,VV,4614,0.88,to be recorded
개미,NNG,4615,0.91,ant
미인,NNG,4616,0.89,beautiful woman
방지,NNG,4617,0.66,prevention
전원,NNG,4618,0.89,everyone
방바닥,NNG,4619,0.74,floor
앞뒤,NNG,4620,0.96,front and back
한가운데,NNG,4621,0.93,very middle
다짐하다,VV,4622,0.94,to pledge|to resolve
분류,NNG,4623,0.81,classification
발자국,NNG,4624,0.87,footprint
선보이다,VV,4625,0.39,to show|to display
보조,NNG,4626,0.91,help|assistant
특수하다,VA,4627,0.80,to be special
병들다,VV,4628,0.95,to get sick
풍속,NNG,4629,0.86,custom
모처럼,MAG,4630,0.95,after a long time
결,NNG,4631,0.89,grain|texture
내쉬다,VV,4632,0.80,to exhale
시리즈,NNG,4633,0.65,series
유치원,NNG,4634,0.92,kindergarten
잠자다,VV,4635,0.93,to sleep
당대,NNG,4636,0.85,in those days
이달,NNG,4637,0.40,this month
결의,NNG,4638,0.92,resolution
단장,NNG,4639,0.82,leader
미디어,NNG,4640,0.73,media
조절,NNG,4641,0.83,control|adjust
서명,NNG,4642,0.84,autograph|signature
무용,NNG,4643,0.91,dance|dancing
침략,NNG,4644,0.83,attack
고용,NNG,4645,0.72,employment
햇볕,NNG,4646,0.97,sun|warmth of the sun
지향하다,VV,4647,0.85,to aim|to pursue
적당히,MAG,4648,0.93,suitably
상당수,NNG,4649,0.76,considerable number
스페인,NNP,4650,0.74,Spain
살아남다,VV,4651,0.98,to survive
튼튼하다,VA,4652,0.95,to be strong
기적,NNG,4653,0.97,miracle
공천,NNG,4654,0.56,nomination
공단,NNG,4655,0.79,industrial complex
위로하다,VV,4656,0.96,to console
바로잡다,VV,4657,0.90,to straighten|to adjust
유치,NNG,4658,0.63,attraction
사냥,NNG,4659,0.94,hunting
군,NNG,4660,0.89,district|county
뽑히다,VV,4661,0.95,to be pulled out
만만하다,VA,4662,0.93,to be easy to handle
딱하다,VA,4663,0.85,to be pitiful
메시지,NNG,4664,0.86,message
곧장,MAG,4665,0.85,straight
건설하다,VV,4666,0.88,to construct
해군,NNG,4667,0.87,navy
깨물다,VV,4668,0.72,to bite
양자,NNG,4669,0.86,both|the two
초조하다,VA,4670,0.88,to be anxious
밀리다,VV,4671,0.87,to get behind
한일,NNG,4672,0.82,Korea and Japan
창조하다,VV,4673,0.85,to create|to make
려던,EC,4674,0.96,connective ending (intention)
학회,NNG,4675,0.84,academic society
뒷모습,NNG,4676,0.76,appearance from behind
의례,NNG,4677,0.63,ceremony|courtesy
수표,NNG,4678,0.94,check
안정되다,VV,4679,0.94,to be stabilized
카페,NNG,4680,0.95,café
고작,MAG,4681,0.97,at most
타격,NNG,4682,0.85,blow|hit|damage
설득하다,VV,4683,0.97,to persuade
즉각,MAG,4684,0.83,instantly
연령,NNG,4685,0.87,age
선전,NNG,4686,0.95,publicity|propaganda
제도적,NNG,4687,0.83,institutional
머뭇거리다,VV,4688,0.78,to hesitate
증세,NNG,4689,0.98,symptom
정상,NNG,4690,0.91,normality
분열,NNG,4691,0.89,division
놀리다,VV,4692,0.80,to tease
지껄이다,VV,4693,0.70,to chat|to chatter
뱃속,NNG,4694,0.85,stomach|inside
성당,NNG,4695,0.98,Catholic church
현안,NNG,4696,0.59,pending issue
꾸리다,VV,4697,0.99,to wrap up|to manage
줄곧,MAG,4698,0.97,all the time
주의하다,VV,4699,0.88,to be careful
선조,NNG,4700,0.84,ancestor
삼국,NNG,4701,0.76,three countries
벌레,NNG,4702,0.97,insect|bug
전국적,NNG,4703,0.89,nationwide
대표하다,VV,4704,0.88,to represent
어리다,VV,4705,0.92,to gather in|to fill with
되풀이하다,VV,4706,0.97,to repeat
후자,NNG,4707,0.71,latter
표시,NNG,4708,0.97,indication
항의,NNG,4709,0.89,protest|complaint
영문,NNG,4710,0.90,English
중위,NNG,4711,0.53,lieutenant
가닥,NNG,4712,0.95,strand
서민,NNG,4713,0.91,ordinary people
록,NNG,4714,0.95,rock (music)
제약,NNG,4715,0.86,restriction
구도,NNG,4716,0.87,composition
목록,NNG,4717,0.87,list|inventory
해체,NNG,4718,0.86,dismantling
부수다,VV,4719,0.95,to crash|to smash
출연하다,VV,4720,0.68,to make an appearance
지침,NNG,4721,0.82,guideline
알아내다,VV,4722,0.96,to find|to discover
비타민,NNG,4723,0.75,vitamin
변경,NNG,4724,0.83,change|alteration
채택하다,VV,4725,0.79,to select|to adopt
물리치다,VV,4726,0.99,to repel|to defeat
구조적,NNG,4727,0.82,structural
표시,NNG,4728,0.85,sign|mark
전화기,NNG,4729,0.85,telephone
대비,NNG,4730,0.80,contrast
면적,NNG,4731,0.79,area|square measure
말기,NNG,4732,0.88,end|last period
구별하다,VV,4733,0.85,to distinguish
천사,NNG,4734,0.90,angel
가르침,NNG,4735,0.86,teaching
유행,NNG,4736,0.94,fashion|trend
음모,NNG,4737,0.98,conspiracy
완화,NNG,4738,0.68,relax|ease
기뻐하다,VV,4739,0.97,to be glad
똑바로,MAG,4740,0.84,straight|upright
라면서,EC,4741,0.82,connective ending (quotative)
효율,NNG,4742,0.76,efficiency
일찍이,MAG,4743,0.95,early
번갈다,VV,4744,0.92,to take turns
초청,NNG,4745,0.73,invitation
분기,NNG,4746,0.38,quarter (of a year)
생생하다,VA,4747,0.98,to be vivid
맺히다,VV,4748,0.90,to form
강요하다,VV,4749,0.97,to force
유적,NNG,4750,0.82,remains|relics
근로,NNG,4751,0.83,labor|work
취급하다,VV,4752,0.96,to treat
신사,NNG,4753,0.93,gentleman
체계적,NNG,4754,0.84,systematic
오락,NNG,4755,0.88,entertainment
일상적,NNG,4756,0.87,daily|usual
조정하다,VV,4757,0.83,to adjust|to settle
정세,NNG,4758,0.94,state of affairs
요건,NNG,4759,0.86,prerequisite
발걸음,NNG,4760,0.90,step|pace
확산되다,VV,4761,0.72,to spread
관세,NNG,4762,0.72,customs duties
끔찍하다,VA,4763,0.94,to be terrible|awful
순환,NNG,4764,0.87,circulation
심판,NNG,4765,0.87,judgment|judge
용서,NNG,4766,0.91,forgiveness|pardon
액수,NNG,4767,0.92,amount (of money)
껴안다,VV,4768,0.83,to hug|to embrace
국경,NNG,4769,0.91,border|frontier
답하다,VV,4770,0.91,to answer
수치,NNG,4771,0.87,numerical value
등지,NNB,4772,0.87,and like the places
지급하다,VV,4773,0.73,to provide|to pay
불길,NNG,4774,0.89,flame|blaze
신학,NNG,4775,0.84,theology
묘사하다,VV,4776,0.78,to describe
장미,NNG,4777,0.96,rose
반성,NNG,4778,0.91,self-reflection
실망,NNG,4779,0.95,disappointment
쫓겨나다,VV,4780,0.93,to be expelled
소음,NNG,4781,0.93,noise
일시,NNG,4782,0.94,temporary
체면,NNG,4783,0.93,face
요구되다,VV,4784,0.83,to be required
처분,NNG,4785,0.87,selling|punishment
몸뚱이,NNG,4786,0.73,body
빠져나오다,VV,4787,0.80,to escape|to get out
평,NNG,4788,0.90,comment|reputation
전시,NNG,4789,0.79,exhibition
공급하다,VV,4790,0.81,to supply
끌어들이다,VV,4791,0.99,to attract|to involve
젖히다,VV,4792,0.83,to bend back
뇌물,NNG,4793,0.81,bribe
성공적,NNG,4794,0.89,successful
발목,NNG,4795,0.92,ankle
국세청,NNP,4796,0.50,National Tax Service
정계,NNG,4797,0.77,political world
항공,NNG,4798,0.74,aviation
국무,NNG,4799,0.80,state affairs
몰려들다,VV,4800,0.95,to crowd|to flock
효율적,NNG,4801,0.81,efficient
방해,NNG,4802,0.95,disturbance
구축,NNG,4803,0.75,construction
장악하다,VV,4804,0.88,to dominate
소화,NNG,4805,0.92,digestion
비판적,NNG,4806,0.83,criticism|critical
의상,NNG,4807,0.90,clothing
홈페이지,NNG,4808,0.60,home page
고비,NNG,4809,0.93,crisis|critical moment
붕괴,NNG,4810,0.80,collapse
사납다,VA,4811,0.85,to be wild|ferocious
담임,NNG,4812,0.93,person in charge
구별,NNG,4813,0.86,distinction
핑계,NNG,4814,0.93,excuse
순수,NNG,4815,0.91,purity|innocence
이따금,MAG,4816,0.83,from time to time
이동하다,VV,4817,0.94,to move|to travel
제국주의,NNG,4818,0.79,imperialism
코스,NNG,4819,0.82,course|route
기울다,VV,4820,0.98,to lean|to decline
변수,NNG,4821,0.81,variable
비전,NNG,4822,0.84,vision|prospect
원형,NNG,4823,0.91,original form
재능,NNG,4824,0.94,talent
참모,NNG,4825,0.89,adviser
늘어놓다,VV,4826,0.88,to arrange|to scatter
송이,NNB,4827,0.93,counter (flowers)
캄캄하다,VA,4828,0.85,to be very dark
기원,NNG,4829,0.81,origin|genesis
특유,NNG,4830,0.96,peculiarity
문학적,NNG,4831,0.73,literary
영양,NNG,4832,0.91,nourishment
제치다,VV,4833,0.89,to beat|to beat out
우정,NNG,4834,0.99,friendship
조성하다,VV,4835,0.84,to make|to create
엿보다,VV,4836,0.99,to peep|to peek
소망,NNG,4837,0.96,wish|hope
다면서,EC,4838,0.93,connective ending (quotative)
거듭하다,VV,4839,0.93,to repeat
위상,NNG,4840,0.82,status
판매하다,VV,4841,0.62,to sell
범하다,VV,4842,0.97,to commit|to make
가상,NNG,4843,0.87,virtual|imaginary
경비,NNG,4844,0.95,expense|cost
좌석,NNG,4845,0.92,seat
뚫리다,VV,4846,0.91,to be perforated
설비,NNG,4847,0.75,facility
마늘,NNG,4848,0.91,garlic
장터,NNG,4849,0.85,marketplace
본사,NNG,4850,0.82,main office
식탁,NNG,4851,0.98,table
신음,NNG,4852,0.73,moan|groan
뿌리치다,VV,4853,0.81,to shake off|to refuse
후회하다,VV,4854,0.91,to regret
전용,NNG,4855,0.72,exclusive use
구속되다,VV,4856,0.82,to be arrested
그리스,NNP,4857,0.84,Greece
적시다,VV,4858,0.91,to wet
한결,MAG,4859,0.96,much more
여느,ADN,4860,0.94,other|ordinary
조정,NNG,4861,0.93,royal court
증명하다,VV,4862,0.95,to prove|to verify
고이다,VV,4863,0.86,to stagnate
탄압,NNG,4864,0.90,suppression
유리창,NNG,4865,0.90,window
생애,NNG,4866,0.96,life|lifetime
쏠리다,VV,4867,0.93,to lean|to incline
개별,NNG,4868,0.80,individual|each
회의,NNG,4869,0.41,skepticism|doubt
자랑스럽다,VA,4870,1.00,to be proud
고려,NNG,4871,0.92,consideration
중시하다,VV,4872,0.82,to attach importance
모색하다,VV,4873,0.83,to seek|to find
강도,NNG,4874,0.92,strength|intensity
배제하다,VV,4875,0.83,to exclude
참고,NNG,4876,0.88,reference
섹스,NNG,4877,0.98,sex
전화번호,NNG,4878,0.87,phone number
마비,NNG,4879,0.93,paralysis|numbness
안기다,VV,4880,0.97,to give|to cause
단단하다,VA,4881,0.98,to be tight|solid
추적,NNG,4882,0.82,trace|chase
원숭이,NNG,4883,0.95,monkey
산하,NNG,4884,0.76,subsidiary|under
제시되다,VV,4885,0.77,to be presented
연출,NNG,4886,0.85,direction|production
불러일으키다,VV,4887,0.90,to cause|to arouse
홀,NNG,4888,0.97,hall
고통스럽다,VA,4889,0.97,to be painful
처방,NNG,4890,0.92,prescription
큰소리,NNG,4891,0.84,loud voice|shout
개최,NNG,4892,0.58,hosting
중대하다,VA,4893,0.96,to be important
유권자,NNG,4894,0.61,voter|electorate
여권,NNG,4895,0.62,ruling party side
국면,NNG,4896,0.78,situation
풍토,NNG,4897,0.88,climate
부품,NNG,4898,0.71,part|component
동정,NNG,4899,0.92,sympathy
프로젝트,NNG,4900,0.81,project
보급,NNG,4901,0.91,diffusion
자질,NNG,4902,0.89,talent|gift
날아오다,VV,4903,0.90,to fly
성실하다,VA,4904,0.97,to be sincere
사슴,NNG,4905,0.89,deer
투자자,NNG,4906,0.41,investor
따름,NNB,4907,0.95,just
정착,NNG,4908,0.82,settlement
소설가,NNG,4909,0.98,novelist
교역,NNG,4910,0.80,trade|commerce
해치다,VV,4911,0.97,to hurt|to injure
지루하다,VA,4912,0.97,to be boring
소유하다,VV,4913,0.92,to own|to possess
선진,NNG,4914,0.85,advanced|pioneer
신도,NNG,4915,0.99,believer
ㄴ다면,EC,4916,0.91,connective ending (supposing)
자문,NNG,4917,0.79,consultation
이민,NNG,4918,0.95,migration
가로막다,VV,4919,0.96,to block
일반인,NNG,4920,0.77,ordinary people
마약,NNG,4921,0.95,drug
잠자리,NNG,4922,0.92,bed|sleeping place
사령관,NNG,4923,0.91,commander
심리학,NNG,4924,0.79,psychology
서술,NNG,4925,0.70,description
세미나,NNG,4926,0.77,seminar
이듬해,NNG,4927,0.95,next year
호주,NNP,4928,0.72,Australia
새삼,MAG,4929,0.95,anew|suddenly
교체,NNG,4930,0.68,change|substitution
도리어,MAG,4931,0.94,on the contrary
전신,NNG,4932,0.94,whole body
불꽃,NNG,4933,0.95,flare|flame
사로잡히다,VV,4934,0.91,to be caught alive
사적,NNG,4935,0.84,private|personal
일련,NNG,4936,0.88,series
구성원,NNG,4937,0.81,member
찌푸리다,VV,4938,0.77,to frown|to grimace
존경하다,VV,4939,0.95,to respect|to admire
실태,NNG,4940,0.74,reality
손실,NNG,4941,0.76,loss
전형적,NNG,4942,0.92,typical
반복,NNG,4943,0.88,repetition
깊이,NNG,4944,0.96,depth
부지런히,MAG,4945,0.89,diligently
캐나다,NNP,4946,0.79,Canada
톤,NNB,4947,0.90,counter (ton)
대금,NNG,4948,0.80,payment|price
유명,NNG,4949,0.80,celebrity|fame
중단되다,VV,4950,0.83,to stop
이대로,MAG,4951,0.89,as it is
자라나다,VV,4952,0.92,to grow up
민감하다,VA,4953,0.93,to be sensitive
초라하다,VA,4954,0.93,to be shabby
간접,NNG,4955,0.84,indirectness
열정,NNG,4956,0.99,passion|ardor
대치,NNG,4957,0.82,confrontation
